id,priority,phase,area,title,description,acceptance_criteria,test_mcp,review_initial_requirements,review_regression_requirements,dev_state,review_initial_state,review_regression_state,git_state,owner,refs,notes
RAH-01-01,P0,1. Research Opportunity Backend,research-backend,Add AnalysisOpportunity and AnalysisHandoff types,"Define decision modes, score breakdown, field coverage, source recommendations, warnings, and lineage metadata shared by Research and Data Lab.",Specs: research-analytics-handoff / Evaluate Research run analysis opportunity; Persist analysis opportunity; Preserve handoff lineage.,npm run test:research,Types expose report_only/light_analysis/full_analysis/continue_crawl and field/source/lineage structures.,Existing Research run and analytics dataset types remain compatible.,已完成,已完成,已完成,已提交,codex,src/server/research/types.ts; src/server/analytics/types.ts; openspec/changes/add-research-analytics-handoff/specs/research-analytics-handoff/spec.md,completed:新增 AnalysisOpportunity/AnalysisHandoff 类型；同时提交本 change 的 plan、OpenSpec artifacts 和 issues CSV 基线。validation:types_only
RAH-01-02,P0,1. Research Opportunity Backend,research-store,Persist opportunities and handoffs,Add create/read/update/lazy-load helpers for analysis opportunities and handoffs keyed by research run id.,Specs: Persist analysis opportunity; Preserve handoff lineage.,npm run test:research,Opportunity can be fetched after creation and old runs can lazily generate or return clear next action.,Existing research store schema initialization remains idempotent.,已完成,已完成,已完成,已提交,codex,src/server/research/store.ts; src/server/research/research.test.ts,completed:新增 analysis_opportunities/analysis_handoffs schema 与 get/upsert helper。validation:npm run lint passed
RAH-01-03,P0,1. Research Opportunity Backend,research-analysis,Implement deterministic opportunity scoring,"Score Research documents, tables, assets, candidates, frontier, providers, source profiles, reports, and topic terms without requiring LLM.",Specs: Evaluate Research run analysis opportunity / Market topic produces analyzable opportunity; Tool comparison avoids forced full analysis.,npm run test:research,Market-heavy topics produce full/continue-crawl recommendations with feature/missing-field evidence.,Tool/product-comparison topics do not default to full analysis.,未开始,未开始,未开始,未提交,codex,src/server/research/analysis.ts; src/server/research/store.ts; src/server/research/research.test.ts,
RAH-01-04,P1,1. Research Opportunity Backend,research-analysis,Add optional LLM topic expansion,"Use configured LLM for task type, candidate features, missing fields, recommended sources, and explanation while preserving deterministic fallback.",Specs: analytics-topic-planning / Use deterministic analytics for computed results; research-analytics-handoff / Evaluate Research run analysis opportunity.,npm run test:research,LLM failure still returns deterministic low/medium confidence opportunity.,No numeric statistics or chart values are generated by LLM.,未开始,未开始,未开始,未提交,codex,src/server/research/analysis.ts; src/server/services/llm.ts,
RAH-01-05,P0,1. Research Opportunity Backend,research-api,Add analysis-opportunity routes,Expose POST/GET /api/research/runs/:runId/analysis-opportunity and ensure generation is read-only.,Specs: Evaluate Research run analysis opportunity; Persist analysis opportunity; Opportunity generation has no analytics side effects.,npm run test:research,POST/GET return full opportunity payload and no analytics dataset/job is created.,"Existing run detail, report, evidence, graph, and search endpoints still work.",未开始,未开始,未开始,未提交,codex,src/server/research/routes.ts; src/server/analytics/store.ts; src/server/research/research.test.ts,
RAH-02-01,P0,2. Research Handoff Backend,research-api,Implement analysis-handoff route,"Add POST /api/research/runs/:runId/analysis-handoff supporting report_only, light_analysis, full_analysis, and continue_crawl.",Specs: Handoff decision controls side effects; Preserve handoff lineage.,npm run test:research,"Every decision returns handoff_id, decision, target_page, datasets/plans if created, next_actions, and warnings.",Invalid decisions return clear 400 without side effects.,未开始,未开始,未开始,未提交,codex,src/server/research/routes.ts; src/server/research/store.ts,
RAH-02-02,P0,2. Research Handoff Backend,research-api,Implement report-only handoff,Record report_only decision without creating analytics datasets or worker jobs.,Specs: Report-only decision; Report-only mode.,npm run test:research,Dataset/job counts do not increase after report_only.,Existing direct export route is unaffected.,未开始,未开始,未开始,未提交,codex,src/server/research/routes.ts; src/server/research/research.test.ts,
RAH-02-03,P0,2. Research Handoff Backend,research-analytics,Implement lightweight handoff,Create/reuse Research source registry or lightweight dataset and record allowed operations profile/stats/basic charts.,Specs: Lightweight analysis decision; Lightweight mode; Light mode restricts heavy actions.,npm run test:research; npm run test:analytics,Light handoff creates usable context and allowed operation metadata.,Regression/cluster/deep learning remain disabled by default.,未开始,未开始,未开始,未提交,codex,src/server/research/routes.ts; src/server/analytics/routes.ts; src/server/analytics/types.ts,
RAH-02-04,P0,2. Research Handoff Backend,research-analytics,Implement full-analysis handoff,Create/reuse source registry and create topic/plan metadata for Data Lab wizard entry.,Specs: Full analysis decision; Full mode; Preserve handoff lineage.,npm run test:research; npm run test:analytics,"Full handoff returns Data Lab wizard target, dataset/source registry context, and plan metadata.",Existing data-source export route still returns same shape.,未开始,未开始,未开始,未提交,codex,src/server/research/routes.ts; src/server/analytics/routes.ts; src/server/analytics/store.ts,
RAH-02-05,P1,2. Research Handoff Backend,research-discovery,Implement continue-crawl handoff,Generate follow-up planned queries from missing fields and recommended data sources while preserving run lineage.,Specs: Continue crawling decision.,npm run test:research,Continue-crawl adds planned queries and returns Research discovery next action.,Cancelled runs and invalid states return safe errors.,未开始,未开始,未开始,未提交,codex,src/server/research/routes.ts; src/server/research/store.ts; src/server/research/queryPlanner.ts,
RAH-03-01,P0,3. Analytics Planning and Data Lab Backend,analytics-planner,Add analytics planner service,"Produce questions, variable roles, methods, charts, field coverage, risks, and next actions from opportunity + profile + registry rows.",Specs: Generate topic-driven analysis plan; Plan includes questions and variables; Plan explains missing fields.,npm run test:analytics,Planner returns structured plan for market topic and safe report/light plan for tool comparison.,Planner does not execute worker jobs.,未开始,未开始,未开始,未提交,codex,src/server/analytics/engine.ts; src/server/analytics/types.ts; src/server/analytics/analytics.test.ts,
RAH-03-02,P0,3. Analytics Planning and Data Lab Backend,analytics-api,Add Data Lab handoff/plan APIs,Support loading handoff context and generating analysis plan from handoff or topic.,Specs: Generate topic-driven analysis plan; Show context-rich Data Lab landing state.,npm run test:analytics,API returns handoff context and generated plan with field coverage.,Existing dataset/profile/analyze APIs remain compatible.,未开始,未开始,未开始,未提交,codex,src/server/analytics/routes.ts; src/server/analytics/store.ts,
RAH-03-03,P0,3. Analytics Planning and Data Lab Backend,analytics-worker,Enforce lightweight restrictions,"Prevent lightweight mode from automatically running regression, clustering, deep learning, heavy exports, or unsupported methods.","Specs: Distinguish report, lightweight, and full analysis modes; Lightweight mode.",npm run test:analytics,"Lightweight mode allows only profile, stats, frequency/crosstab, and basic charts.",Manual full mode still supports existing worker commands.,未开始,未开始,未开始,未提交,codex,src/server/analytics/jobs.ts; src/server/analytics/routes.ts; src/server/analytics/types.ts,
RAH-03-04,P1,3. Analytics Planning and Data Lab Backend,analytics-lineage,Preserve handoff lineage in analytics assets,"Add handoff/run/source lineage to datasets, plans, jobs, and artifacts created from handoff.",Specs: Preserve analysis reproducibility; Preserve handoff lineage.,npm run test:analytics,"Created artifacts include dataset id, source lineage, field mapping, analysis kind, and generated parameters.",Existing artifacts without handoff metadata still render.,未开始,未开始,未开始,未提交,codex,src/server/analytics/store.ts; src/server/analytics/jobs.ts; src/server/analytics/visualization.ts,
RAH-04-01,P0,4. Research and Data Lab UI,research-ui,Add AnalysisDecisionPanel,"Show topic type, score, candidate features, data assets, recommendation, and actions on completed Research run results.",Specs: Show Research decision card; Decision card visible.,npm run build,Decision card appears only when run has opportunity/report/evidence context.,Existing Research pages still render when no opportunity exists.,未开始,未开始,未开始,未提交,codex,src/components/ResearchPanel.tsx; src/components/research/*,
RAH-04-02,P1,4. Research and Data Lab UI,research-ui,Add AnalysisOpportunityDrawer,"Show score breakdown, evidence URLs, available/missing fields, source recommendations, and warnings.",Specs: Show Research decision card; Expose handoff actions in UI.,npm run build,Drawer opens from decision card and displays persisted opportunity details.,Drawer handles missing evidence gracefully.,未开始,未开始,未开始,未提交,codex,src/components/research/*; src/components/ResearchPanel.tsx,
RAH-04-03,P0,4. Research and Data Lab UI,research-ui,Wire Research handoff actions,"Connect report-only/light/full/continue-crawl actions with loading, success, and error states.",Specs: Expose handoff actions in the UI; Keep button states observable.,npm run build,Each action calls handoff API and prevents duplicate submissions.,Failures show actionable error category.,未开始,未开始,未开始,未提交,codex,src/components/ResearchPanel.tsx; src/components/research/*,
RAH-04-04,P0,4. Research and Data Lab UI,data-lab-ui,Open Data Lab with handoff context,"Update Data Lab focus/context handling to open sources or wizard with topic, run id, report id, mode, features, missing fields, and source registry.",Specs: Show context-rich Data Lab landing state; Data Lab opens from Research handoff.,npm run build,Data Lab opens correct page and shows handoff context panel.,Existing focus by runId/datasetId still works.,未开始,未开始,未开始,未提交,codex,src/components/DataLab.tsx; src/components/data-lab/DataLabAnalysisWizard.tsx,
RAH-04-05,P1,4. Research and Data Lab UI,data-lab-ui,Show planning context in Data Lab wizard,"Display field coverage, recommended methods, recommended charts, risks, and lightweight-mode restrictions.",Specs: Show context-rich Data Lab landing state; Light mode restricts heavy actions.,npm run build,Wizard explains recommended plan and disabled heavy actions in light mode.,Wizard remains usable for manual datasets.,未开始,未开始,未开始,未提交,codex,src/components/data-lab/DataLabAnalysisWizard.tsx; src/components/DataLab.tsx,
RAH-05-01,P0,5. Verification,tests-research,Add Research backend tests,"Cover market full-analysis recommendation, tool comparison report/light recommendation, no-side-effect opportunity generation, and all handoff decisions.",Specs: research-analytics-handoff scenarios.,npm run test:research,"Tests verify routes, scorer thresholds, side effects, and decisions.",Existing research tests still pass.,未开始,未开始,未开始,未提交,codex,src/server/research/research.test.ts,
RAH-05-02,P0,5. Verification,tests-analytics,Add Analytics backend tests,"Cover handoff metadata, lightweight restrictions, source registry reuse, plan generation, and lineage preservation.",Specs: analytics-topic-planning scenarios.,npm run test:analytics,Tests verify planner output and mode restrictions.,Existing analytics tests still pass.,未开始,未开始,未开始,未提交,codex,src/server/analytics/analytics.test.ts,
RAH-05-03,P1,5. Verification,tests-ui,Add UI smoke assertions,Assert Research decision panel source and Data Lab handoff context are present in frontend code or component tests.,Specs: data-lab-workflow-ui scenarios.,npm run build,Smoke assertions verify decision UI and handoff context strings/props.,Build remains green.,未开始,未开始,未开始,未提交,codex,src/server/research/research.test.ts; src/server/analytics/analytics.test.ts; src/components/ResearchPanel.tsx; src/components/DataLab.tsx,
RAH-05-04,P0,5. Verification,verification,Run full validation suite,"Run research tests, analytics tests, build, and Playwright/manual scenarios or record limited validation reasons.",Specs: all capability scenarios.,npm run test:research; npm run test:analytics; npm run build,Validation results are recorded in CSV notes and failures are fixed or marked blocked.,No unrelated runtime DB files are committed.,未开始,未开始,未开始,未提交,codex,package.json; issues/20260622-183513-add-research-analytics-handoff.csv,
